gene_name,t_stat,fold_change,p_value,p_adjusted
Os06g0138700,-4.985920534,-0.359153805,3.11E-06,2.97E-05
Os05g0462700,4.358772724,0.587649577,3.57E-05,0.000238135
Os11g0179900,1.833939017,0.234474101,0.070080532,0.140916275
Os05g0566900,-4.003108802,-0.21114429,0.000131103,0.000731092
Os05g0392300,-0.349938486,-0.012588443,0.727230237,0.81774112
Os08g0293400,1.090358824,0.073270613,0.278564583,0.413516628
Os05g0332300,4.172709855,0.516465381,7.11E-05,0.000432815
Os09g0458900,-3.100404552,-0.312512685,0.00260401,0.009227051
Os01g0587300,-1.583403709,-0.160272727,0.116956537,0.211888937
Os02g0260700,-0.239265596,-0.020060518,0.811462165,0.877412712
Os11g0427800,-3.834050369,-0.747756078,0.000237807,0.001213726
Os02g0301800,-3.093741821,-0.200538584,0.002657194,0.009381716
Os02g0510300,-1.887367229,-0.173647463,0.062443719,0.128540336
Os08g0376500,-1.152179861,-0.108913319,0.252402045,0.383943513
Os07g0614500,1.389985235,0.081666138,0.168078177,0.282156452
Os01g0746700,-4.856265289,-0.70918129,5.23E-06,4.56E-05
Os02g0557000,1.060340167,0.068528013,0.29192347,0.428702608
Os06g0528600,-2.698309358,-0.255871211,0.008370018,0.024666505
Os06g0232100,1.216693594,0.112778894,0.227009863,0.354970433
Os08g0359500,-0.492647931,-0.039044662,0.623501889,0.737222686
Os02g0553500,-3.978162094,-0.351488901,0.000143282,0.000787552
Os09g0381100,-5.945841297,-0.402219168,5.58E-08,9.67E-07
Os04g0166000,1.346718081,0.370941068,0.18156741,0.299570383
Os02g0271900,-6.608215057,-0.461443446,2.98E-09,8.44E-08
Os05g0457100,2.781278242,0.140584567,0.006636851,0.02033647
Os03g0723000,-3.20933338,-0.210796688,0.001863525,0.006981019
Os10g0349300,4.343356439,0.473491015,3.78E-05,0.000250337
Os08g0338000,0.134019624,0.120278013,0.893696466,0.932835977
Os04g0591100,-3.741433709,-0.310080867,0.000327355,0.001597459
Os08g0387400,-0.252122526,-0.06026797,0.801540767,0.870552749
Os05g0323400,2.471871572,0.200852008,0.015387223,0.0408156
Os06g0474900,-1.663859854,-0.079871036,0.099737041,0.186604786
Os10g0186200,7.580830902,1.43634408,3.48E-11,2.40E-09
Os01g0645900,-0.073889268,-0.026036998,0.941268047,0.963511339
Os01g0158400,-4.13334772,-0.500331924,8.20E-05,0.000488679
Os10g0524100,-0.530647345,-0.025347252,0.597014572,0.716144784
Os09g0510000,5.54851821,0.320945032,3.06E-07,4.13E-06
Os08g0255500,-0.684293807,-0.176122622,0.495607692,0.628954623
Os01g0838300,-0.922205774,-0.158665962,0.358970584,0.498268668
Os04g0667000,1.334994611,0.081636892,0.185359516,0.304715752
Os01g0917400,-4.158894196,-0.135017089,7.47E-05,0.000451912
Os10g0446800,-2.72421413,-0.665713354,0.007789073,0.023183574
Os04g0227500,2.392855563,0.299222868,0.018868084,0.048446188
Os01g0750400,1.507576803,0.308668605,0.135284125,0.237698449
Os02g0226000,-0.604410155,-0.029369979,0.547143338,0.674111251
Os06g0692500,-1.473679506,-0.09564482,0.144175523,0.250006491
Os01g0100600,-1.664725395,-0.077774841,0.099563628,0.186378696
Os02g0787500,-0.795830495,-0.037356765,0.42829574,0.56710195
Os06g0648100,-1.446879661,-0.074088266,0.151522636,0.260106828
Os05g0560600,-0.209516414,-0.028469609,0.83453475,0.892970444
Os04g0534100,-5.042080437,-0.326062896,2.48E-06,2.43E-05
Os01g0874100,-3.102980612,-0.176285941,0.002583713,0.009166785
Os01g0627500,-0.665543112,-0.062185518,0.50746312,0.63993015
Os03g0301000,0.841749599,0.042845666,0.402235015,0.542179918
Os10g0148700,1.664483099,0.229495243,0.099612148,0.186455682
Os09g0566700,-1.215671569,-0.062264271,0.22739713,0.355382841
Os02g0331200,-1.578810568,-0.113873855,0.118007185,0.213397079
Os01g0854500,-5.243569962,-0.480698732,1.09E-06,1.21E-05
Os03g0800500,4.13835356,0.380160677,8.05E-05,0.000481077
Os01g0750900,7.389689044,0.693078753,8.44E-11,4.77E-09
Os02g0494700,-1.042009193,-0.054753171,0.300293155,0.437795729
Os03g0399500,-6.917977367,-0.483658562,7.35E-10,2.72E-08
Os01g0676200,5.185013481,0.534552854,1.39E-06,1.47E-05
Os10g0422400,0.09533495,0.014292812,0.924267935,0.953308865
Os08g0374600,-1.453349736,-0.159989165,0.14972284,0.257516021
Os08g0440800,-2.082728573,-0.154579809,0.040210533,0.090289853
Os04g0688200,1.729223078,0.319717759,0.087314483,0.167983541
Os04g0222200,-2.470374864,-0.763698203,0.015447417,0.040922814
Os05g0431000,-0.735562661,-0.07873203,0.46397448,0.60087873
Os03g0245100,-0.669475943,-0.052564746,0.504964031,0.637458933
Os04g0669800,-1.459479004,-0.121999471,0.148033192,0.255244538
Os01g0649000,-2.912498178,-0.179183404,0.004554593,0.014863348
Os04g0456700,-0.820663619,-0.101918076,0.414079918,0.553550841
Os07g0166600,-1.404851348,-0.107741543,0.163624461,0.276345193
Os05g0207200,-2.779125991,-0.198135835,0.006677314,0.020442787
Os02g0617600,1.197296988,0.060306202,0.234441546,0.363723599
Os03g0610700,-4.392187609,-0.265448732,3.15E-05,0.000213725
Os03g0249100,1.528544837,0.215120507,0.130003583,0.230274895
Os03g0700700,3.460393351,0.432800211,0.000837794,0.003545966
Os06g0235200,-0.669434235,-0.202250529,0.504990499,0.637463973
Os03g0764800,-3.483361209,-0.141939042,0.000777213,0.003327659
Os02g0573200,-4.142670355,-0.458815891,7.93E-05,0.00047508
Os03g0769400,-2.209073474,-0.175494715,0.029795824,0.070800298
Os01g0289600,5.160914702,0.344639006,1.53E-06,1.61E-05
Os01g0240700,3.192455691,0.367718816,0.001963652,0.007287764
Os06g0175900,1.148816419,0.048548626,0.253779054,0.385562115
Os03g0226600,-0.844000191,-0.049839323,0.400983083,0.541092372
Os08g0476700,0.661834523,0.054539112,0.509825755,0.641853607
Os02g0329300,-3.93010162,-0.170524313,0.000169869,0.000905775
Os07g0129200,-0.463096063,-0.099352273,0.644451369,0.75453805
Os05g0262000,0.693316346,0.300268499,0.4899571,0.623845713
Os01g0783500,-1.731874621,-0.109877907,0.086838632,0.167295019
Os12g0166500,-1.453460158,-0.127430761,0.149692268,0.257479053
Os01g0335700,-1.871372086,-0.170197146,0.064652929,0.132043377
Os05g0569800,-3.329365688,-0.238421776,0.00127775,0.005064218
Os02g0241700,-3.146879086,-0.375787526,0.002259696,0.008181985
Os03g0127700,3.732581305,0.329478858,0.000337424,0.001638139
Os02g0182500,-2.032032779,-0.11014852,0.045199402,0.098859121
Os12g0429600,0.699475649,0.031934461,0.486120025,0.620520102
Os12g0563700,1.201384057,0.025974101,0.232861208,0.361905287
Os11g0143300,-2.367441273,-0.325783298,0.020128005,0.051148686
Os07g0484300,0.958013699,0.058235201,0.340709461,0.480278416
Os04g0614100,1.923431446,0.159584038,0.057694846,0.120727552
Os10g0485500,-3.262307189,-0.139739429,0.001579386,0.00606479
Os02g0751100,-3.651479522,-0.403124471,0.00044444,0.002073224
Os01g0931300,-5.54941458,-0.451020613,3.05E-07,4.12E-06
Os11g0108700,0.3120482,0.040727801,0.755750213,0.838005462
Os08g0467500,-1.648795366,-0.186677854,0.10279467,0.191052584
Os02g0786900,-4.352853979,-0.637861522,3.65E-05,0.000242901
Os09g0546800,2.468789562,0.411674947,0.015511404,0.041061644
Os07g0215100,0.500805469,0.121608351,0.617772166,0.732500646
Os03g0148700,-0.23043342,-0.02754704,0.818295751,0.882519738
Os07g0664000,-2.034384005,-0.109465645,0.044956794,0.09846819
Os08g0441500,-3.504724549,-0.300454281,0.000724599,0.003138046
Os08g0124700,-1.043261596,-0.284591438,0.299716196,0.437271129
Os03g0802200,0.031320768,0.005587209,0.975085439,0.984632507
Os03g0758400,-4.43876655,-0.239969609,2.64E-05,0.000184031
Os09g0502100,-4.495915805,-0.377636892,2.13E-05,0.0001522
Os10g0104700,-4.754273649,-0.236594609,7.82E-06,6.44E-05
Os07g0494700,-0.904390222,-0.067525899,0.368285029,0.507916362
Os12g0114100,-0.023210993,-0.003737579,0.981535102,0.988203185
Os10g0444400,3.202771618,0.286524841,0.001901872,0.007095265
Os05g0591400,-1.52972193,-0.068530127,0.129712039,0.229844612
Os05g0567700,-0.690466471,-0.076889535,0.491738087,0.625355377
Os09g0467200,-2.512190741,-0.507512289,0.013842743,0.037362761
Os05g0420800,-1.357437133,-0.05687685,0.178151718,0.295166775
Os04g0578600,-3.470067242,-0.865076903,0.000811754,0.003456383
Os02g0710500,0.932119595,0.123264799,0.353853191,0.493362707
Os02g0256100,-2.140264728,-0.262240838,0.035130948,0.081006824
Os01g0708400,0.295905184,0.010049683,0.768007333,0.847106819
Os01g0102900,0.765045103,0.194984143,0.446314152,0.584925002
Os03g0126300,5.345356428,0.405598837,7.16E-07,8.47E-06
Os03g0134900,0.164311278,0.024990486,0.869867086,0.917177973
Os12g0149900,-6.209607297,-0.281652395,1.76E-08,3.75E-07
Os08g0531000,-3.008144769,-0.482264271,0.003436493,0.011683748
Os07g0563600,-4.595747371,-0.218160677,1.45E-05,0.000108451
Os11g0202000,-3.803442169,-0.208391649,0.000264437,0.001331435
Os05g0386000,0.676997074,0.030828092,0.500203215,0.633196322
Os01g0645400,-3.838515018,-0.354862579,0.000234143,0.001198694
Os01g0618700,5.974907345,0.829455603,4.92E-08,8.71E-07
Os01g0151900,2.007040843,0.639661734,0.047848294,0.103656684
Os07g0661300,-3.086274319,-0.201346195,0.002718001,0.009560702
Os06g0730900,-0.334655284,-0.055186971,0.738690266,0.826230758
Os05g0108800,2.346958562,0.111743658,0.021197226,0.053425372
Os08g0490000,-2.294655756,-0.360200053,0.024159019,0.059504827
Os02g0532300,2.221828547,0.408439746,0.028888768,0.069009526
Os03g0717200,-1.102748263,-0.158971987,0.273176324,0.407265923
Os12g0257500,-0.563800793,-0.036053118,0.574339554,0.697798939
Os09g0413100,-0.973606451,-0.045261628,0.332950108,0.472085735
Os12g0609000,-2.110453327,-0.134121036,0.03768871,0.085692415
Os07g0573800,-0.795106014,-0.148504757,0.428714765,0.567573052
Os02g0265200,-3.399261303,-0.298593288,0.001021472,0.00420052
Os01g0629600,-2.307874663,-0.43417019,0.023377877,0.057933015
Os06g0477400,3.137332808,0.509213002,0.002326756,0.008386256
Os05g0361900,6.192021059,0.321021882,1.90E-08,4.01E-07
Os05g0476100,-3.06501756,-0.226838531,0.002898246,0.010089609
Os03g0329900,-5.896124956,-0.379773784,6.92E-08,1.16E-06
Os09g0401000,2.292551132,0.361378171,0.024285488,0.059743691
Os10g0358700,-5.439565092,-0.194383369,4.84E-07,6.10E-06
Os09g0357500,2.394527797,0.412405391,0.018787697,0.048262962
Os08g0496800,0.895135004,0.104279598,0.373183772,0.512777391
Os05g0103200,2.964155787,0.179749383,0.003914757,0.013067004
Os03g0289100,-6.09535796,-0.427056871,2.91E-08,5.68E-07
Os06g0608800,-1.828441111,-0.120955867,0.070908872,0.142204458
Os07g0244400,-2.263379799,-0.181857822,0.026099503,0.063463144
Os03g0745000,-1.086791821,-0.218048097,0.280129448,0.415252778
Os08g0424500,-4.681220814,-0.375401514,1.04E-05,8.18E-05
Os04g0504800,-0.646235747,-0.039467891,0.519827051,0.651003146
Os05g0390100,1.55656747,0.076857822,0.123202099,0.220722502
Os02g0198600,6.714640868,0.330012156,1.85E-09,5.66E-08
Os03g0809700,-0.178589024,-0.021443975,0.858675455,0.909636541
Os09g0533300,-1.128078825,-0.111082981,0.262386656,0.395042485
Os01g0256900,0.840722223,0.034849894,0.402807303,0.542573173
Os04g0687900,-1.642678837,-0.145563689,0.104057594,0.192780814
Os01g0957200,0.420462839,0.033312368,0.675183662,0.777808219
Os01g0175000,7.254445247,0.554261892,1.57E-10,7.79E-09
Os06g0643000,0.466934484,0.021178647,0.641713525,0.752264156
Os04g0676600,-1.844403084,-0.093538055,0.068526284,0.138330424
Os12g0209300,-0.688719845,-0.038093023,0.49283136,0.626492897
Os04g0668200,-0.712450351,-0.040189218,0.47809152,0.613308231
Os05g0273800,-3.818666799,-0.371273256,0.000250854,0.001271168
Os03g0123800,0.835017316,0.115404334,0.405994179,0.545596157
Os02g0181300,0.822731442,0.231261364,0.412909129,0.552428356
Os03g0376100,-1.64826996,-0.16515222,0.102902665,0.191165611
Os04g0466000,-1.221092517,-0.224727801,0.225348476,0.353242786
Os10g0495400,-2.95624588,-0.260421247,0.004007021,0.013325078
Os04g0448200,-4.739601802,-0.242239693,8.28E-06,6.75E-05
Os03g0360200,-7.232736751,-0.487596195,1.74E-10,8.41E-09
Os12g0631200,-0.219048233,-0.010985906,0.82712533,0.888496886
Os05g0421600,1.040841787,0.235654334,0.300831635,0.438334798
Os01g0760300,-6.391143482,-0.518680233,7.88E-09,1.91E-07
Os02g0120600,-3.437952532,-0.478204898,0.000901267,0.003774622
Os01g0142100,7.724966435,0.865110994,1.78E-11,1.39E-09
Os12g0289800,-4.81397045,-0.290322939,6.18E-06,5.26E-05
Os03g0729500,-2.396865253,-0.349903541,0.018675843,0.048028601
Os02g0471500,0.628214326,0.046326771,0.531508553,0.660907781
Os06g0153600,-6.715635032,-0.270972252,1.84E-09,5.65E-08
Os01g0800300,0.093582322,0.008175872,0.925656042,0.954116029
Os02g0632500,2.05363883,0.109124207,0.043011721,0.095122039
Os03g0607200,-7.414141699,-1.08006871,7.54E-11,4.41E-09
Os07g0584200,-2.42595325,-0.358691332,0.017332668,0.045112336
Os02g0582600,-0.019786205,-0.003240222,0.984259211,0.989843265
Os01g0364500,2.472020969,0.340248414,0.015381226,0.040804633
Os02g0753400,2.294797076,0.241324524,0.024150547,0.059489128
Os01g0778600,-3.51436163,-0.175470402,0.000701982,0.003057182
Os03g0676400,1.909204147,0.581871564,0.059530498,0.123765136
Os10g0542200,-3.034529033,-0.101938867,0.003176207,0.010908645
Os04g0258800,2.934607247,0.137275899,0.00426978,0.014066617
Os12g0186700,4.516654462,0.287955603,1.96E-05,0.000141728
Os02g0819500,-1.412157912,-0.068530126,0.161468932,0.273424196
Os12g0573400,1.840034433,0.101998414,0.069171628,0.139375229
Os09g0484900,1.793065117,0.296713795,0.076436216,0.151319976
Os06g0220900,3.54253973,0.138378436,0.00063962,0.00282877
Os04g0527800,2.263396807,0.09192389,0.026098412,0.063463144
Os08g0390200,-5.444944815,-0.7107537,4.73E-07,5.98E-06
Os03g0255100,3.105529763,0.420997357,0.002563774,0.009114284
Os02g0565600,-4.649757579,-0.313489165,1.18E-05,9.06E-05
Os06g0712300,0.967051802,0.058874471,0.336197622,0.475572915
Os03g0412900,-7.085432069,-0.531133192,3.42E-10,1.46E-08
Os09g0372900,0.454403645,0.034010218,0.650669559,0.759789858
Os08g0438600,1.078105458,0.090716702,0.283965586,0.419448567
Os01g0921000,0.096842971,0.003306025,0.923073749,0.952423518
Os07g0456400,-1.736955217,-0.091090116,0.085932809,0.165933164
Os02g0755600,-1.149173733,-0.111897727,0.253632516,0.385401844
osa-miR169p,1.305169079,0.040040381,0.195275195,0.317331982
Os04g0635800,3.968654105,0.231154466,0.000148204,0.000809588
Os03g0839900,-1.755278094,-0.094131607,0.08273031,0.161153644
Os04g0224000,0.257534845,0.075631871,0.797373822,0.867158011
Os09g0392000,-1.966672547,-0.136189218,0.052407032,0.111689829
Os07g0120600,-1.649732274,-0.135526956,0.10260232,0.190757587
Os08g0321000,4.30654594,0.298354123,4.34E-05,0.000283024
Os02g0657500,0.562511285,0.020183932,0.575213702,0.698401607
Os04g0324000,2.528442179,0.258336152,0.013260636,0.036085691
Os08g0542100,-1.014329272,-0.052880285,0.3132371,0.451516092
Os02g0504500,-0.615627739,-0.043842759,0.539746759,0.667464469
Os10g0130800,-0.449046428,-0.114459302,0.654514279,0.762891269
Os02g0666700,5.515579553,0.516816068,3.51E-07,4.65E-06
Os01g0635400,-2.275165754,-0.168307258,0.02535272,0.061955355
Os01g0776200,1.254441995,0.1290037,0.213039736,0.339055812
Os08g0139200,2.23045603,0.221735201,0.028289034,0.067839146
Os01g0595800,-2.50601866,-0.07720296,0.014069766,0.037888977
Os01g0636700,-1.240218824,-0.139241015,0.218227534,0.345100046
Os07g0141400,7.318480531,1.128914482,1.17E-10,6.20E-09
Os07g0532500,2.345175394,0.225310782,0.021292649,0.053599193
Os08g0160500,3.829222292,0.343115928,0.00024183,0.001230938
Os07g0470900,-0.266052279,-0.026636364,0.790828172,0.862875704
Os08g0489800,0.641671006,0.022651691,0.522773131,0.6533973
Os05g0475400,0.112661066,0.015511364,0.910558706,0.944076515
Os01g0914300,-3.889430618,-0.600831924,0.000195996,0.001027892
Os05g0147400,1.648277471,0.116563161,0.102901121,0.191165611
Os08g0332600,-0.78110037,-0.056790169,0.43686289,0.57557046
Os03g0147700,-1.199234063,-0.063908562,0.23369158,0.362877668
Os01g0878100,1.872242233,0.156912262,0.064531081,0.131839843
Os10g0397400,1.532412343,0.106400106,0.129047615,0.229024996
Os01g0137500,-1.189066829,-0.066091438,0.237647303,0.367330797
Os11g0184900,-3.127112742,-0.505513478,0.002400601,0.008603214
Os11g0225300,0.621244829,0.144052326,0.536062225,0.664630447
Os05g0560000,7.486887965,1.372434109,5.38E-11,3.31E-09
Os08g0519600,-6.155756409,-0.370191596,2.23E-08,4.59E-07
Os05g0532800,-0.490431633,-0.044730973,0.625062613,0.73854312
Os06g0118600,-1.13953539,-0.604878964,0.257606318,0.389880429
Os10g0322800,0.079285502,0.005068182,0.936987545,0.960767923
Os08g0204800,0.731052037,0.033929704,0.466710896,0.603458146
Os08g0274700,-0.822847946,-0.038376586,0.412843225,0.552386553
Os12g0124000,6.020929332,0.828736152,4.03E-08,7.40E-07
Os01g0739700,-4.77300996,-0.746698203,7.26E-06,6.04E-05
Os04g0132500,-6.105780843,-1.063508457,2.78E-08,5.49E-07
Os03g0658800,8.166992202,3.088461945,2.26E-12,2.64E-10
Os02g0458800,3.052201152,0.12206871,0.003012221,0.010417185
Os03g0209000,1.241508933,0.094577696,0.217753201,0.344542053
Os07g0675000,-2.527326604,-0.130449084,0.01329988,0.036165982
Os05g0230600,0.542607636,0.031548362,0.588786713,0.709636612
Os05g0594700,1.652061845,0.126634514,0.102125313,0.190020215
osa-miR168b,-1.254621141,-0.030517618,0.212974976,0.338986266
Os12g0562100,2.924192957,0.181495772,0.004401828,0.014439583
Os05g0322900,-1.336663102,-0.243359012,0.184816213,0.303946263
Os01g0550800,-0.217712815,-0.065327167,0.828162471,0.889070139
Os05g0424700,1.056764281,0.054041226,0.29354353,0.430546703
Os02g0770000,-0.85435877,-0.044207585,0.395251698,0.535319643
Os12g0497700,0.3843588,0.010908562,0.70165001,0.797532435
Os12g0534200,7.033517023,0.474899841,4.34E-10,1.77E-08
Os11g0672200,-0.701594438,-0.060800211,0.48480391,0.619425556
Os03g0237200,-2.622450454,-0.224747886,0.01030507,0.029391833
Os02g0798100,-0.193874599,-0.014582452,0.846725834,0.901356383
Os02g0147700,-0.049554443,-0.004074524,0.960590993,0.975992697
Os09g0429600,1.061562414,0.038465645,0.291371134,0.428068796
Os12g0509900,-0.135810621,-0.006267442,0.892284611,0.932071838
Os01g0328200,0.397528918,0.127285412,0.691950727,0.790569873
Os01g0244000,3.248771646,0.187568182,0.001647855,0.006290428
Os01g0704700,0.241476714,0.022963531,0.809753653,0.87613836
Os05g0166600,0.235288239,0.010949789,0.814537731,0.879436565
Os02g0809900,-0.320467828,-0.048605708,0.749381838,0.83375835
Os10g0507900,0.223852192,0.03584408,0.823396923,0.886067064
Os08g0364900,4.462041792,0.698106237,2.42E-05,0.000170503
Os04g0645600,0.04592454,0.00359408,0.963475601,0.977677818
Os06g0148200,3.455263252,0.458728462,0.000851921,0.003595564
Os01g0918300,-6.733767424,-0.346661734,1.69E-09,5.28E-08
Os07g0139500,-5.010913946,-0.304205867,2.82E-06,2.71E-05
Os09g0418000,1.199478102,0.237387289,0.23359722,0.362790733
Os10g0200800,-0.284581672,-0.013904863,0.77664065,0.853365959
Os03g0804400,-3.583243141,-0.207110465,0.000558727,0.002526563
Os06g0233400,0.41827032,0.023713531,0.676779713,0.779200545
Os12g0131300,-2.499239538,-0.324640592,0.014322964,0.038464909
Os04g0629600,-1.947060926,-0.129929968,0.05475191,0.115756518
Os10g0209300,-1.489126935,-0.071418605,0.140068626,0.244469315
Os02g0189800,-4.515445489,-0.380687632,1.97E-05,0.000142276
Os04g0518000,-6.606978009,-0.295712474,3.00E-09,8.48E-08
Os02g0679500,-3.376403729,-0.206756078,0.001099417,0.00446473
Os06g0694000,-2.716859142,-0.1197574,0.007950165,0.023598386
Os01g0710100,1.237744713,0.12002907,0.2191393,0.346136602
Os07g0635500,3.20916501,0.738674947,0.0018645,0.006982826
Os01g0276900,-2.170407111,-0.223976216,0.0326994,0.076393771
Os04g0119000,5.523285292,0.930964588,3.40E-07,4.51E-06
